id,name,neighbourhood,room_type,price,minimum_nights,number_of_reviews,availability_365,description,accommodates,bedrooms,review_scores_rating
40312754,🌟Cozy place with 2 Master suite 🌟,Bayview,Entire home/apt,251,1,71,343,"This cozy place come with **2 Master Bedroom** With 2 private bathroom and 2 queen size beds! Great for couples, friends or families travelling together!! In unit washer, dryer, refrigerator and microwave. Free street parking. Host stay at the unit with separated entrance. Guess have their own access. Close to SFO, downtown SF, Oracle Park (Giants Stadiums) and Chase Center, all about 15 to 20 minutes drive. If you are not planning to drive, public transportation is only few minutes away.",4,2.0,4.38
40348592,"Large, Sunny Space in Safe, Quiet Neighborhood",Outer Richmond,Private room,112,30,0,313,"Clean apartment in safe, quiet neighborhood. 5-7 minutes from Golden Gate Park, Golden Gate Bridge, bus stop (BART), Geary/Clement shops and restaurants. The restaurants on Geary/Clement are some of the best in SF. Public transport is very convenient. Take the 5R bus down Fulton straight to the beach or downtown 24 hours a day. Kitchen has stovetop/oven, juicer, blender, microwave, complimentary coffee. Washer/Dryer available. Towels are provided and toiletries available upon request.",1,,
40358803,"Blueground | Rincon Hill, gym, rooftop, nr tech",Financial District,Entire home/apt,582,31,0,249,"Show up and start living from day one in San Francisco with this sophisticated two bedroom Blueground apartment. You’ll love coming home to this thoughtfully furnished, beautifully designed, and fully equipped SoMa home with stunning balcony views over the city. (ID #SFO215)",4,2.0,
40398227,Chic 1 br flat in Bernal Heights,Bernal Heights,Entire home/apt,185,1,35,355,"This 1 BR house has been recently renovated with chic designer furnishings, art and all amenities. Located on a tree lined street in the north slope of Bernal Heights near the Mission close to many of the city’s best restaurants and accessible to public transportation. Offering contact free check in and deep cleaning with Airbnb Enhanced Cleaning Protocol for guest’s safety. I have always had high marks for having my place super clean before COVID so feel assured it will be even more so.",2,1.0,4.91
40415075,Modern Apt + Balcony in Noe Valley San Francisco,Mission,Entire home/apt,412,30,0,0,"The Neighborhood is very peaceful and quiet. We are located 3 minutes walk from Muni and also close to the Bart and other public transportation. We're a couple of blocks from the beautiful Dolores park, Valencia St and all the restaurants, coffee shops, bars and nightlife, and a 7 minutes walk away from 24th St shops with a Walgreens, Whole Foods and many cafes and boutiques. The apartment has one bedroom with a real queen size bed, and an option for another bedroom with queen electric airbed.",3,2.0,
40572183,Charming San Francisco 2 BR Apartment plus parking,Ocean View,Entire home/apt,379,3,277,291,"Charming two-bedroom apartment - Family & Business Traveler perfect! Keyless self check-in Dedicated parking Pet friendly King and queen bedrooms Breakfast nook High-speed internet Foldable work desk Fully stocked kitchen with gas range and quality cookware Pack and play, highchair, and diaper bin for families Safe and quiet neighborhood. Close to public transportation, Stern Grove, Sunset and Mission District As Superhosts, simplicity + a home away from home experience is our focus.",5,2.0,4.95
40590422,Marriott Pulse SF: JPMorgan/Dreamforce Conf- 1King,North Beach,Private room,153,2,0,83,"Hotel room at the ""City by the Bay"" at Marriott Vacation Club Pulse San Francisco (category 6). Enjoy luxe hotel services & amenities, along with stylishly appointed rooms w/ spacious floor plans, mini-fridges, complimentary WiFi, contemporary comforts. 1 room, 1 king bed, and 1 private bath. To JP Morgan Healthcare Conf: 1.7 miles to Westin St Francis To Dreamforce Conf: 2 miles to Salesforce tower This is a timeshare property. Need more rooms? Let us know! We have other types available.",2,1.0,
40603328,"Blueground | Rincon Hill, gym, rooftop, nr tech",Financial District,Entire home/apt,469,31,0,295,"Discover the best of San Francisco, with this one bedroom apartment in SoMa. It’ll be easy to simply show up and start living in this beautifully furnished apartment with its fully equipped kitchen, bright living room, and our dedicated, on-the-ground support. (ID #SFO253)",2,1.0,
40620073,Dreamy Designed Den,Outer Mission,Entire home/apt,249,2,130,240,"Relax & unwind at this property fully renovated with a mid-century modern interior. Pick up a book by the fireplace or soak in the morning sun on your multi-layered foam mattress. Based in the medially-located Sunnyside, you can go to: - Golden Gate Bridge in 20 minutes, - Golden Gate Park in 15 minutes, - Union Square in 15 minutes, - Chase Center in 10 minutes",4,2.0,4.99
40621128,**New**Cozy Room w/1 Queen bed and private bath #A,Bayview,Private room,60,2,0,247,"**NEW**Cozy Master Suites!!! This cozy Master Bedroom come with 1 private bathroom and 1 queen size beds! Great for couples, solo adventurers, and business travelers. In unit washer, dryer, refrigerator and microwave. Free street parking. Close to SFO, downtown SF, Oracle Park (Giants Stadiums) and Chase Center, all about 15 to 20 minutes drive. If you are not planning to drive, public transportation is only few minutes away.",2,1.0,
40625854,"Blueground | S. Beach, 3 pools, nr Muni",South of Market,Entire home/apt,344,31,2,65,"Feel at home wherever you choose to live with Blueground. You’ll love this spacious South Beach furnished studio apartment with its modern decor, fully equipped kitchen, and comfortable living room. Ideally located, you’re close to all the best that San Francisco has to offer! (ID #SFO263)",2,1.0,4.5
40674624,Gorgeous Home with Large Golden Gate Bridge Views!,Presidio Heights,Entire home/apt,535,30,16,329,"Come and stay at our completely remodeled 2BR/2BA museum inspired cozy home with a kitchen in this quietly nestled and lovely neighborhood of Laurel Heights! You’ll have an expansive view of the whole Golden Gate Bridge through our large crystal-clear windows with a balcony attached. Find interesting pieces of artwork displayed throughout this entire flat that spring to life with spot lights and high ceilings. Take a break in our private backyard too, a perfect sanctuary for our yogis out there!",8,2.0,4.75
40693560,Spacious Private Suite * Parks/Boating/Golf,Lakeshore,Entire home/apt,194,2,52,358,"Experience the charm of this solid family home built in 1934. This spacious studio efficiency suite boasts a quiet neighborhood, plenty of free street parking, DirectTV, WiFi, kitchenette, microwave, coffee nook and shower. Walk to the Stern Grove outdoor recreation complex with parks, meadows, fields, boating, fishing, golf and much more. Shopping and practical needs are close. Easy transportation options & plenty of services deliver the amazing food San Francisco has to offer!",2,0.0,4.71
40723160,"Blueground | SoMa, gym, roofdeck, near bart",South of Market,Entire home/apt,466,31,0,222,"Show up and start living from day one in San Francisco with this cozy one bedroom Blueground apartment. You’ll love coming home to this thoughtfully furnished, beautifully designed, and fully equipped SoMa home with stunning views over the city. (ID #SFO272)",2,1.0,
40728398,Entire Modern Apt. UCSF Mission Bay,South of Market,Entire home/apt,294,30,0,0,"It's a modern, beautiful one bedroom apt. with floor length windows, right in the heart of UCSF Mission Bay, literally across the street from Chase Center. The size is about 700 sqft. Laundry and dryer in the building, fully functional kitchen. We are renting it with a super discount because we are between moving and we have some boxes stored in a corner, and the mattress is very new, a very nice king Cal size, but we don't have a bed frame yet. You get what you see.",4,1.0,
40763935,Modern 5 Bedroom/4 Bathroom-superb location!,Inner Richmond,Entire home/apt,443,1,157,114,"Newly renovated, modern 5 Bedroom/4 Bathroom in a safe, quiet alcove behind the University of San Francisco. Private entrance, you will have the whole space by yourselves!!! Centrally located, 15-min drive (2.7 miles or 4.3 km) from Union Square. 4-min walk to Target, Starbucks, and Trader Joe’s, walking distance to USF, St. Mary's and Golden Gate Park! Easy access to public transportation, Uber/Lyft with easy street parking. Garage parking (One car) can be provided as well!",10,4.0,4.95
40778457,Duboce Triangle Gracious Victorian Flat,Western Addition,Entire home/apt,551,3,47,44,"Rising from a flat leafy block of classic homes, this magnificent 1905 top floor apartment possesses grandeur and impressive scale of Victorian era, enhanced by brilliant natural light and neighborhood views. Gracious proportions, soaring ceilings and expansive 4 bedrooms are graced with exquisite period detailing: ornate wainscot, oak hardwood flooring, decorative fireplace, ceiling medallions, and curved window bays.",8,4.0,4.98
40780889,4BD/3BA in Noe Valley,Noe Valley,Entire home/apt,724,7,10,122,"Welcome to beautiful Noe Valley! This three-story cottage blends classic character with modern updates, offering 4 bedrooms, 3 full bathrooms, and multiple living spaces in the heart of the city. Ideal for families, professionals, or anyone seeking a spacious and well-located retreat. Our home is COMPLETELY SMOKE-FREE — indoors and outdoors. Please help us keep the air clean for those of us with allergens. To make your stay more comfortable, we’ve placed HEPA air purifiers on each floor.",8,4.0,4.9
40816863,Cozy in-law suite: walk to the beach!,Outer Richmond,Entire home/apt,202,3,283,120,Welcome to the Beach Suite! Cozy up in this private in-law unit on the border of Sea Cliff and Richmond. 10 minute walk to China Beach and Lands End hike. 15 minute walk to Golden Gate Park! All the amenities you need for a relaxing escape from the hectic parts of the city. Great restaurants nearby and public transportation less than a block away. Dogs are welcomed! Please note: We know everyone loves an early check-in but please do not plan for this when booking your travel. Check-in is @ 4,2,0.0,4.98
40821231,Bright and Stylish 1-Bdr Sunset Home,Outer Sunset,Entire home/apt,297,5,20,12,"Welcome to our home! We are two architects/designers who decorated our space with loving care. Located in the family-friendly, quiet area of the Inner Sunset but one block from the MUNI train and bus stop that will take you directly downtown. Nearby is Irving St (5 min walk) and 9th Ave (15 min walk) where you can find many diverse restaurants and cafes. If you enjoy the outdoors, you can easily spend the day at Ocean Beach or Golden Gate Park from here. We can't wait for your visit!",2,1.0,4.9
40890971,Mission micro unit by BART Mission/24th station,Mission,Entire home/apt,293,30,20,148,Mission micro unit by BART Mission/24th station,1,,4.75
40898375,1 Bedroom Suite in the Heart of Fisherman's Wharf,Russian Hill,Entire home/apt,593,2,59,0,"Take a short stroll to the unforgettable sights of the waterfront & the shops of Ghirardelli Square. Or hop aboard a city bus, cable car, both of which stop at the front door of the resort. Explore dining, shopping, arts and nightlife in Chinatown, North Beach & Pacific Heights. COVID Update: Enhanced cleaning measures are in effect. • Guest checking in must be 18+ with valid ID & card for $250 refundable security deposit (credit card only) • Name on reservation must match photo ID at check-in",4,1.0,4.97
40898622,Charming 1 Bedroom In-Law Suite,Outer Sunset,Entire home/apt,267,30,7,319,"Charming 1 Bedroom In-Law Suite Enjoy the comfort of a queen-size bed and a chaise couch. Features include bamboo and tile floors. Enjoy the convenience of within walking distance of many restaurants, shops, and public transportation. Easy access to multiple Muni bus and streetcar stops within 2 blocks, taking you directly to downtown SF. A friendly dog in the yard adds to the welcoming atmosphere! Enjoy the peace of mind of living in one of San Francisco's most desirable neighborhoods.",3,1.0,5.0
40914346,Cozy spacious 2 bedroom 2 bathroom house available,Lakeshore,Entire home/apt,261,30,0,0,Cozy spacious 2 bedroom 2 bathroom house available,2,2.0,
40937540,"Blueground | SoMa, gym, roofdeck, near bart",South of Market,Entire home/apt,313,31,1,272,"Discover the best of San Francisco, with this one bedroom apartment in SoMa. It’ll be easy to simply show up and start living in this furnished apartment with its fully equipped kitchen, living room, and our dedicated, on-the-ground support. (ID #SFO273)",2,1.0,5.0
40984396,Registered Victorian 6 doors fr. Zuckerbergs home,Mission,Private room,140,30,1,337,"Registered Victorian located 6 doors from Mark Zuckerberg's Mansion in prestigious neighborhood on the safest street...""THE BEST of THE BEST""",1,1.0,5.0
40984912,Bright chic studio,Bernal Heights,Entire home/apt,219,30,17,168,"This spacious and bright studio has a private entry, kitchen, hardwood floors, radiant heat, beautiful spotless bathroom, a super comfortable queen bed with memory foam mattress topper. It has a private terrace and private yard. It’s a lovely place to relax and refresh and enjoy the views. The top of Bernal Heights Hill offers amazing city views, and beautiful walks. Nearby are cozy cafes, unique restaurants, a park and playground and public transportation. There is easy access to the freeway.",2,1.0,5.0
40990757,One bed and one bath (all private),Visitacion Valley,Entire home/apt,215,30,12,34,"This is a quiet,safe and convenient location for anyone who needs to visit San Francisco for business trip/short term work/ vacation/long term stay.",2,1.0,4.92
40991850,"Top Union Square Location, Hotel Style Studio",Downtown/Civic Center,Entire home/apt,400,2,7,0,"Close to Union Square, Nob Hill, Chinatown, and the cable car, this hotel suite offers a quintessential San Francisco experience. Your room at the Worldmark San Francisco is well equipped for exploring the city with a queen size bed, full bathroom, and mini-fridge to store leftovers from the area's great restaurants.",2,,5.0
41001930,Near Union Square - 1 Bedroom Hotel Style Suite,Chinatown,Entire home/apt,338,1,3,0,"Close to Union Square, Nob Hill, Chinatown, and the cable car, this hotel suite offers a quintessential San Francisco experience. Your room at the Worldmark San Francisco is well equipped for exploring the city with a queen size bed in a separate bedroom, full bathroom, and mini-fridge to store leftovers.",3,1.0,5.0
41027260,SoMa 9 Residences Room 9 Private Bath,South of Market,Entire home/apt,345,5,68,263,"SOMA (short for South of Market St) is top of the list for where to stay in San Francisco for the first time. SOMA 9 Residences is located in the Heart of SF SOMA District, were you'll find everything from shopping to fine dining, plus landmarks such as Yerba Buena, Moscone convention center, SF MOMA, and steps away to Giants Ballpark. The proximity to Market St. makes SOMA one of the most accessible areas of the city. There's buses and rail lines (called BART) on just about every block.",2,1.0,4.79
41084860,Gorgeous Garden Apt near Golden Gate Park,Outer Richmond,Entire home/apt,260,30,24,272,"This bright and beautiful garden apartment is walking distance to Golden Gate Park, beaches, restaurants, museums, hiking trails, and more. We love our neighborhood, and so will you! Fully equipped kitchen, spa-like shower, very comfortable. French doors open to private deck with bubbling fountain and lovely garden. Private entrance via keypad. Several close bus lines take you directly downtown. All on one level; wheel-chair friendly. Click our profile pic to read our 90+ excellent reviews!",2,1.0,5.0
41086899,Studio Suite in the cultural Epicenter of San Fran,Downtown/Civic Center,Private room,85,2,55,8,"Just one block from Union Square, this resort is ideally located to explore all the San Francisco sights. Just a short walk or iconic cable car ride away from popular attractions in the Bay Area & Michelin star eateries. Covid-19: Enhanced cleaning protocols in place. • Guest checking in must be 18+ with valid ID & card for $250 refundable security deposit (credit card only) • Name on reservation must match photo ID at check-in • Valet parking on-site for $57 + tax per night",4,0.0,4.85
41129756,Fisherman's Wharf Convention Hotel,North Beach,Entire home/apt,380,3,4,0,"Enjoy your own room in the newly opened Marriott Vacation Club Pulse, San Francisco. The hotel is located just 3 blocks to Fisherman's Wharf and is convenient to downtown locations including Moscone Center. Amenities: Private bathroom Easy check-in, simply show your ID at the front desk. Spacious floor plan Mini-refrigerator Complimentary wifi Contemporary comforts Short walk to great restaurants in Pier 39 and Fisherman's Wharf. Any questions, let me know. I'm always here to help.",2,1.0,4.75
41176203,Newley remodeled large Private Studio,Excelsior,Private room,81,30,0,0,"Newley remolded private cozy one bed room one bath large studio. Large park directly across the street. Perfect for international students, business travelers, work trip or a getaway vacation. Monthly discount rates apply, washer/dryer, free street parking, quick access to the freeway, short public bus ride to train station, free bottles of wine, free coffee/tea, access the home gym with olympic squat rack & Row Machine. Free Laundry! *Can offer Free Pick up and drop off to and from SFO",2,1.0,
41176646,Awesome Nob Hill Studio (easy walk to financial),Chinatown,Entire home/apt,326,30,11,194,"Awesome San Francisco Large studio apartment on Nob Hill, 1/2 block to the Fairmont, 1 Block to the Mark Hopkins and 3 bocks to the Ritz Carlton Hotels. This paramount location is conveniently located easy walking distance to China Town, Union Square, North Beach and all of San Francisco’s financial district. If you’re looking for a great location, super clean accommodations at a fraction of the price of the nearby luxury hotels, you just found it. Just bring your suitcases and toothbrush.",4,0.0,5.0
41178346,Classic Victorian 2 bedroom,Haight Ashbury,Entire home/apt,440,30,0,274,Classic Victorian 2 bedroom 1 bath apartment,4,2.0,
41190385,"Blueground | Rincon Hill, rooftop, hot tub",Financial District,Entire home/apt,512,31,0,334,"Discover the best of San Francisco, with this two bedroom apartment in SoMa. It’ll be easy to simply show up and start living in this elegantly furnished apartment with its fully equipped kitchen, sophisticated living room, and our dedicated, on-the-ground support. (ID #SFO285)",4,2.0,
41209658,546A Cozy Bright Private Room near Bart Bus I-280,Excelsior,Private room,61,30,21,120,"South side of town in sunny micro climate neighborhood of SF, near Balboa Park Bart station, near City College of San Francisco. Close to highway arteries going southbound or towards downtown. Tastefully furnished with a queen bed. Shared full bathroom with shower. Sliding glass door. Quiet area. ** This property hosts by a team of professionals Co-hosting the large number listings in San Francisco Bay Area. *** Guest pleasure experience is our only goal!",2,1.0,4.43
41320010,Lace Haven,Western Addition,Private room,139,60,0,365,Enjoy a lacy room on a hallway.,2,1.0,
41342042,"Private bedroom in SF, 2 minute walk to train stop",Bayview,Private room,91,30,13,241,"Need a quiet retreat from the hustle and bustle of downtown but need the convenience of public transportation, look no further than my private room. We are just south of the Dog Patch and the new Chase Center and convenient to UCSF. Muni train kt line stop is half block away ( 2 minutes walk), it will take you to Caltrain station, chase center, UCSF hospital, giants stadium, embarcadero, Fidi, Powell ( Union square, moscone center, civic center, Castro.",2,1.0,5.0
41344043,KNS,Marina,Private room,204,1,1,364,This is a placeholder description and will get updated in the future with enhanced content. Your room charge will be paid prior to your arrival. The remaining balance of taxes (15% + 1.7%) will be charged upon arrival.,2,1.0,5.0
41344071,QQNS,Marina,Private room,222,1,9,364,This is a placeholder description and will get updated in the future with enhanced content. Your room charge will be paid prior to your arrival. The remaining balance of taxes (15% + 1.7%) will be charged upon arrival.,4,1.0,4.33
41350491,Bright/Historic Mission District 1x1 w/ Charm,Mission,Entire home/apt,405,30,7,364,"A great one bedroom apartment in a very desirable area of the Mission District one block from Valencia Street. This apartment is located in our historic Tudor Style building in the sunniest neighborhood in SF! Two blocks from Bartand within walking distance to shops, restaurants, and bars. Ideal for your extended stay in SF whether for business or pleasure! - Wifi - Hardwood floors -Smart Tv for streaming - Fully equipped kitchen - Extra towels and blankets",3,1.0,4.43
41393913,Large 1 bedroom suite with sunroom in Cole Valley,Haight Ashbury,Private room,104,2,164,258,Large one bedroom with attached bath and sunroom in the heart of Cole Valley.,2,1.0,4.9
41394679,walking distant to dog park/caltrain/Uber Corp,Potrero Hill,Private room,188,30,0,0,walking distant to dog park/caltrain/Uber Corp,4,2.0,
41395731,"65B Entire apt-UCSF/Gg park sunny, quiet 2-3bd/2ba",Outer Sunset,Entire home/apt,445,30,4,364,"This apt located in inner sunset district. One of the best neighborhood in Sf, nice walking distance to golden gate park and UCSF, easy access to the city -take the public transportation to Dntown n beach, Gg bridge, lots sightseeing spot near by for tourist n local people. You can enjoy n explore in here, many great 5 stars restaurants, shop, fm YELP If you have rental car, many parking space in front of our house, READ the street sign carefully",5,2.0,5.0
41415290,Studio Suite in the Heart of San Francisco,Downtown/Civic Center,Private room,121,2,36,8,"Just one block from Union Square, this resort is ideally located to explore all the San Francisco sights. Just a short walk or iconic cable car ride away from popular attractions in the Bay Area & Michelin star eateries. Covid-19: Enhanced cleaning protocols in place. • Guest checking in must be 18+ with valid ID & card for $250 refundable security deposit (credit card only) • Name on reservation must match photo ID at check-in • Valet parking on-site for $57 + tax per night",4,,4.92
41430833,Beautiful Noe Valley 2BR Cottage,Noe Valley,Entire home/apt,444,30,4,301,"The property is just minutes from the shops on 24th Street, Church and Valencia as well as beautiful outdoor escapes like Glen Park Canyon, Billy Goat Hill Park and the Noe Valley Tennis Courts.",3,2.0,4.75
41431867,Central near SF State great neighborhood near Muni,West of Twin Peaks,Entire home/apt,390,1,96,91,"Smartly furnished, remodeled two bedroom unit centrally located in the Mount Davidson Manor neighborhood near SF State, half block from K Muni line, 20 minutes from airport, and 20 minutes from most attractions",6,2.0,4.98
41452888,Quiet North Beach apartment near all of the action,North Beach,Entire home/apt,481,30,1,0,"Amazing location! This charming Telegraph Hill flat, in an Edwardian building built in 1910, is the perfect location for your San Francisco get-away. It is conveniently located on a quiet alley near all of the action of North Beach including many popular restaurants, parks and playgrounds, shops and nightlife. MUNI access is five blocks away and it is walking distance to Chinatown, Fisherman’s Wharf and the Financial District. Clean, open, and lots of light.",4,2.0,5.0
41477788,San Francisco Cozy Get Away,Ocean View,Entire home/apt,206,30,0,350,"Very clean, spacious unit with back yard and year round lemon tree. This unit has a fully equipped kitchen including crockpot, rice cooker, toaster & blender.",4,2.0,
41538482,#1 SF 24th ave& kirkham st Master king room,Outer Sunset,Private room,124,1,176,311,newly remodel King master bedroom in Sunset District Very convenient stores transportation shopping area two blocks away restaurants bars coffee shop convenience store and supermarket all is walk distance sparkly clean room nearby Golden Gate park and 19th ave,4,1.0,4.94
41538612,#3 SF 24th ave& kirkham st King master bedroom,Outer Sunset,Private room,152,1,177,334,newly remodel King master bedroom in Sunset District Very convenient stores transportation shopping area two blocks away restaurants bars coffee shop convenience store and supermarket all is walk distance sparkly clean room nearby Golden Gate park and 19th ave,2,1.0,4.95
41538628,#4 SF Sunset 24th ave&kirkham st Deluxe king room,Outer Sunset,Private room,76,1,184,338,newly remodel King master bedroom in Sunset District Very convenient stores transportation shopping area two blocks away restaurants bars coffee shop convenience store and supermarket all is walk distance sparkly clean room nearby Golden Gate park and 19th ave,2,1.0,4.93
41544562,'Petite' Double Room with Ensuite Bathroom,North Beach,Private room,119,1,57,263,"Discover boutique luxury at Washington Square Inn, nestled in San Francisco's vibrant North Beach. Elegant rooms, seamless smart tech check-in, and proximity to iconic landmarks like Coit Tower and Fisherman's Wharf await. Relax with complimentary coffee/tea in our cozy shared lobby. Ideal for discerning travelers seeking a refined San Francisco escape. Welcome to a sophisticated stay at Washington Square Inn!",2,1.0,4.54
41544571,Standard Queen Room with Private External Bathroom,North Beach,Private room,112,1,15,314,"Discover boutique luxury at Washington Square Inn, nestled in San Francisco's vibrant North Beach. Elegant rooms, seamless smart tech check-in, and proximity to iconic landmarks like Coit Tower and Fisherman's Wharf await. Relax with complimentary coffee/tea in our cozy shared lobby. Ideal for discerning travelers seeking a refined San Francisco escape. Welcome to a sophisticated stay at Washington Square Inn!",2,1.0,4.4
41544572,Standard Queen Room with Ensuite Bathroom,North Beach,Private room,217,1,42,321,"Discover boutique luxury at Washington Square Inn, nestled in San Francisco's vibrant North Beach. Elegant rooms, seamless smart tech check-in, and proximity to iconic landmarks like Coit Tower and Fisherman's Wharf await. Relax with complimentary coffee/tea in our cozy shared lobby. Ideal for discerning travelers seeking a refined San Francisco escape. Welcome to a sophisticated stay at Washington Square Inn!",2,1.0,4.38
41544575,Superior King Room with Ensuite Bathroom,North Beach,Private room,140,1,29,313,"Discover boutique luxury at Washington Square Inn, nestled in San Francisco's vibrant North Beach. Elegant rooms, seamless smart tech check-in, and proximity to iconic landmarks like Coit Tower and Fisherman's Wharf await. Relax with complimentary coffee/tea in our cozy shared lobby. Ideal for discerning travelers seeking a refined San Francisco escape. Welcome to a sophisticated stay at Washington Square Inn!",2,1.0,4.55
41544912,ADA Superior Triple Room with Ensuite Bathroom,North Beach,Private room,181,1,8,304,"Discover boutique luxury at Washington Square Inn, nestled in San Francisco's vibrant North Beach. Elegant rooms, seamless smart tech check-in, and proximity to iconic landmarks like Coit Tower and Fisherman's Wharf await. Relax with complimentary coffee/tea in our cozy shared lobby. Ideal for discerning travelers seeking a refined San Francisco escape. Welcome to a sophisticated stay at Washington Square Inn!",3,1.0,4.63
41545776,Residential Std Double with Shared Bath & Kitchen,Mission,Private room,112,7,51,339,"Experience the charm of San Francisco's historic Mission District at our boutique hotel. Built post-1906 earthquake and renovated in 2014, our 30-room establishment offers both short-term and long-term accommodations, shared bathrooms, shared kitchen(s), a delightful common space and shared patio area. Enjoy a unique stay with a self-service convenience, all nestled in one of the city's most iconic neighborhoods.",2,1.0,4.24
41545787,Residential Std Queen with Shared Bath & Kitchen,Mission,Private room,98,7,29,319,"Experience the charm of San Francisco's historic Mission District at our boutique hotel. Built post-1906 earthquake and renovated in 2014, our 30-room establishment offers both short-term and long-term accommodations, shared bathrooms, shared kitchen(s), a delightful common space and shared patio area. Enjoy a unique stay with a self-service convenience, all nestled in one of the city's most iconic neighborhoods.",2,1.0,4.17
41545799,Residential Econ Double with Shared Bath & Kitchen,Mission,Private room,120,7,138,339,"Experience the charm of San Francisco's historic Mission District at our boutique hotel. Built post-1906 earthquake and renovated in 2014, our 30-room establishment offers both short-term and long-term accommodations, shared bathrooms, shared kitchen(s), a delightful common space and shared patio area. Enjoy a unique stay with a self-service convenience, all nestled in one of the city's most iconic neighborhoods.",2,1.0,4.38
41545815,Standard Queen Room with Shared Bathroom & Kitchen,Mission,Private room,217,1,152,333,"Experience the charm of San Francisco's historic Mission District at our boutique hotel. Built post-1906 earthquake and renovated in 2014, our 30-room establishment offers both short-term and long-term accommodations, shared bathrooms, shared kitchen(s), a delightful common space and shared patio area. Enjoy a unique stay with a self-service convenience, all nestled in one of the city's most iconic neighborhoods.",2,1.0,4.38
41560862,Great Hayes Valley Studio (#8),Western Addition,Entire home/apt,413,30,25,348,"Top corner unit! Right in the heart of Hayes Valley, this studio is close to everything. Hardwood floors, high ceilings, bay window, gas stove in the kitchen. Washer/Dryer in the building.",2,0.0,4.92
41569652,#2 24th ave& kirkham st Master king room,Outer Sunset,Private room,106,1,197,243,newly remodel King master bedroom in Sunset District Very convenient stores transportation shopping area two blocks away restaurants bars coffee shop convenience store and supermarket all is walk distance sparkly clean room nearby Golden Gate park and 19th ave,4,1.0,4.89
41570854,Private guest suite unit #1 /Golden Gate Park/UCSF,Inner Sunset,Private room,133,30,17,140,"My house is located in Sunset district. It’s near lots of restaurants, markets, coffee shops, grocery stores , banks and Golden Gate Park. It’s just 5 to 10 minutes for walking. Close by the De Young museum, the California Academy of sciences and Japanese Tea Garden. Also near the public bus stops. It’s just 2 minutes for walking to N line, It’s about few minutes to take the bus to ocean beach , UCSF and SFSU.",2,1.0,4.76
41571636,Donatello Hotel;,Downtown/Civic Center,Entire home/apt,298,2,34,5,"With 400 square feet of space and 10 foot ceilings, these rooms are some of the largest in the San Francisco area. Rooms are stunningly elegant and give you many of the luxuries of home including wet-bar and sink, compact refrigerator and microwave",4,0.0,4.94
41591955,Right in Union Square -Two Double Bed Studio Suite,Downtown/Civic Center,Entire home/apt,215,1,15,7,"Close to Union Square and the cable car, this hotel unit offers a quintessential San Francisco experience. Your room at the Donatello hotel is well equipped for exploring the city with two double beds and a full bathroom. The workout room means you don't have to leave your routine when you're away from home, and WiFi is included. This is a spacious hotel suite (~400 square feet) in a great area of San Francisco.",3,0.0,4.87
41630017,Panoramic skyline views w/parking in City Center,Chinatown,Entire home/apt,548,2,124,356,"The BEST VIEW in San Francisco with PARKING. You will enjoy unobstructed views of the city skyline and bay. Most landmarks in San Francisco are visible from the living room, including Alcatraz island, the Bay Bridge and the Sales Force Tower. The Luxury condo is in heart of Chinatown, where you'll have incredible food, shopping, and the occasional parade just outside. Centrally located, all major destinations professional and tourist are easily accessible by foot, metro, trolley, or car.",6,2.0,4.93
41642201,"Cozy In-Law, Private Entrance",Mission,Entire home/apt,479,30,2,354,"This cozy in-law unit is one large room that includes a queen bed and a couch that folds down to a twin bed, plus a private bathroom and kitchen. - TV, Wi-Fi, large closet, stove/coffee pot/toaster/fridge in your kitchen. - Shared backyard. Comfy couches, picnic table and a BBQ surrounded by leafy trees. - Located on a flat street; steps away from 24th St. and the restaurants, bars, murals and shops that make the Mission famous! 10-minute car to Chase Center, 15-minute car to Moscone.",3,1.0,5.0
41690134,Wyndham Deluxe 1BR ApartHotel,Downtown/Civic Center,Entire home/apt,495,3,2,0,"Idealy located close to Union Square, your chic Wyndham Canterbury Resort 1BR Suite is right in the city’s shopping and theatre district. This 600-square-ft Suite is among the largest in the city and features a living room with a pull-out sofa, flat-screen TV, DVD player, kitchenette, dining area, large bathroom, and free WiFi. The property also provides a fitness center, games room, DVD library, business center, meeting areas, laundry facilities, and paid parking.",4,1.0,5.0
41691063,Wyndham Deluxe 1BR ApartHotel #2 - Walk to RSA!,Downtown/Civic Center,Entire home/apt,354,3,1,0,"Ideal for the RSA Conference, your chic Wyndham Canterbury Resort 1BR Suite is right in the city’s shopping and theatre district and ONLY 1 MILE from MOSCONE CENTER. This 600-square-ft Suite is among the largest in the city and features a living room with pull-out sofa, flat-screen TV, DVD player, kitchenette, dining area, large bathroom, and free WiFi. The property also provides a fitness center, games room, DVD library, business center, meeting areas, laundry facilities, and paid parking.",4,1.0,5.0
41696765,Inn at the Opera~,Downtown/Civic Center,Entire home/apt,295,3,35,0,"The Inn At The Opera has a guest rating of 4.1 out of 5 on Expedia. Please let me know what dates you are interested in & I will check on the availability with my timeshare company This is a hotel room/studio (~ 200 sq ft) with one queen size bed & is equipped with television, a nightstand with a lamp, a desk or round table with two chairs & a kitchenette. Kitchenette has a microwave oven, coffeemaker, refrigerator & flatware, glassware, and silverware for two. Max occupancy of 2.",2,,4.97
