customer_id,company,industry,region,plan,seats,mrr,signup_date,last_active_date,support_tickets_90d,nps_score,churned,churn_reason,feedback
C03377,Keystone Networks,SaaS,LATAM,Enterprise,167,13335.26,2025-03-04,2026-08-19,2,5,0,,Escalations go nowhere; we had to chase our account manager repeatedly. Renewal is unlikely.
C03378,Vertex Robotics Inc,Logistics,NA,Starter,4,101.38,2023-10-18,2026-08-31,4,5,0,,Zapier is the only integration path and it is flaky. It has been a disappointing year.
C03379,Sable Digital,Retail,NA,Starter,4,114.57,2024-03-11,2026-08-20,3,7,0,,The help center is good; live support is average.
C03380,Riverbend Logistics GmbH,Logistics,NA,Enterprise,222,18950.68,2024-04-05,2026-08-23,1,8,0,,"Mostly stable, with the occasional slow dashboard."
C03381,Bluepeak Labs LLC,Fintech,EMEA,Starter,2,51.78,2024-03-26,2026-08-13,2,7,0,,Onboarding was fine but could use more templates.
C03382,Quantum Systems Ltd,Media,NA,Starter,11,322.02,2025-06-14,2026-08-26,1,7,0,,"The Slack integration is handy, the HubSpot one is limited. Some room for improvement."
C03383,Riverbend Software,Logistics,EMEA,Enterprise,55,5039.04,2023-07-13,2026-08-11,3,3,0,,Our budget was cut and the platform was the first thing to go. Would not recommend at this point.
C03384,Lumen Studio,Healthcare,LATAM,Enterprise,172,13792.51,2026-03-04,2026-08-22,0,9,0,,Performance is excellent even at month-end peaks. Keep up the great work.
C03385,Cascade Health Inc,SaaS,EMEA,Starter,10,285.0,2025-07-02,2026-05-06,3,7,1,Integration gaps,"The annual discount helped, monthly pricing feels steep."
C03386,Silverlake Capital,Education,EMEA,Growth,64,3659.28,2023-01-15,2026-08-28,1,8,0,,Useful tool; the roadmap looks promising. We will see how the next release goes.
C03387,Granite Logistics,Healthcare,APAC,Starter,2,55.74,2024-12-22,2026-08-27,4,5,0,,Response times got noticeably worse over the last quarter.
C03388,Redwood Analytics,Logistics,APAC,Starter,3,87.27,2023-08-03,2026-08-31,1,10,0,,It became part of our daily workflow almost immediately. We plan to add more seats next quarter.
C03389,Foxglove Group Co,Retail,NA,Growth,22,1316.0,2023-07-14,2026-06-25,0,9,0,,"We were live in two days, which is unheard of for us."
C03390,Cascade Logistics Inc,Fintech,NA,Starter,9,252.42,2025-06-19,2026-08-31,2,6,0,,We had three outages in one month during peak hours.
C03391,Redwood Systems Inc,SaaS,EMEA,Growth,19,1166.21,2023-11-15,2026-08-12,1,4,0,,The setup wizard failed twice and we gave up on the advanced features. Would not recommend at this point.
C03392,Meridian Foods GmbH,Education,APAC,Starter,2,58.94,2024-12-26,2026-08-12,1,7,0,,We sync with our warehouse nightly and it mostly works.
C03393,Stellar Software Inc,Logistics,EMEA,Enterprise,402,33487.43,2023-12-29,2026-08-14,4,6,0,,Chat support only sends links to docs we have already read.
C03394,Tidewater Software,SaaS,NA,Growth,36,2162.05,2024-02-12,2026-08-30,0,10,0,,Easily worth the seat cost given the time saved. We plan to add more seats next quarter.
C03395,Cascade Health,Manufacturing,EMEA,Starter,6,181.05,2025-05-05,2026-08-29,3,7,0,,Reports are a bit slow at month end.
C03396,Windmill Labs Ltd,Logistics,EMEA,Enterprise,302,23699.26,2025-04-11,2026-07-21,3,6,0,,Performance degraded badly as our dataset grew.
C03397,Evergreen Robotics Inc,SaaS,EMEA,Enterprise,287,23775.11,2023-01-28,2026-08-17,2,9,0,,Cheaper than what we replaced and far more capable. Keep up the great work.
C03398,Foxglove Foods Inc,SaaS,APAC,Starter,3,95.58,2026-01-11,2026-08-18,6,3,0,,Overage charges were a nasty surprise on the invoice.
C03399,Summit Software GmbH,Education,APAC,Enterprise,151,12207.44,2025-01-19,2026-08-22,1,10,0,,Reliable exports and fast reports every time.
C03400,Quantum Works LLC,Education,EMEA,Starter,7,203.54,2023-11-26,2026-07-23,4,7,0,,"Mostly stable, with the occasional slow dashboard."
C03401,Falcon Capital GmbH,SaaS,EMEA,Starter,14,425.99,2023-05-24,2026-06-30,4,6,1,Company downsized,The price per seat is hard to justify for a team our size.
C03402,Nimbus Group Ltd,Media,EMEA,Starter,4,119.03,2024-09-11,2026-04-27,14,0,1,Company downsized,Pricing jumped at renewal and nobody warned us.
C03403,Harbor Retail GmbH,Healthcare,EMEA,Starter,12,359.09,2025-06-06,2026-08-26,2,7,0,,We are still ramping up usage across the team.
C03404,Mosaic Group Ltd,Media,EMEA,Growth,38,2146.58,2023-01-27,2026-08-20,1,9,0,,"Fast, friendly and technically sharp support."
C03405,Juniper Retail LLC,Media,EMEA,Growth,39,2142.1,2024-01-05,2026-08-24,4,2,0,,The support team is friendly but never actually fixes anything.
C03406,Windmill Supply,Manufacturing,EMEA,Enterprise,201,16378.1,2026-04-22,2026-08-22,0,9,0,,Onboarding was smooth and the whole team was productive in a week.
C03407,Halcyon Media Inc,Retail,EMEA,Starter,10,295.04,2023-05-08,2026-06-20,3,3,1,Reliability issues,Exports randomly fail with no error message. Renewal is unlikely.
C03408,Foxglove Media,Fintech,NA,Starter,14,399.46,2025-10-19,2026-08-27,0,6,0,,We outgrew the product; it is fine for small teams but not for us.
C03409,Beacon Capital Ltd,Retail,EMEA,Starter,9,255.97,2023-11-01,2026-03-31,4,6,1,Poor support experience,We opened four tickets for the same bug and got four different answers. Renewal is unlikely.
C03410,Brightline Dynamics Inc,SaaS,EMEA,Starter,10,307.2,2024-10-06,2026-08-15,0,10,0,,Easily worth the seat cost given the time saved.
C03411,Northwind Analytics,Education,NA,Enterprise,335,27760.64,2025-08-31,2026-08-16,1,5,0,,Honestly we barely used it; it never became part of our workflow. Renewal is unlikely.
C03412,Northwind Health LLC,SaaS,NA,Growth,21,1323.56,2026-06-19,2026-08-11,2,6,0,,"No native Slack or HubSpot connector, so we had to build our own. It has been a disappointing year."
C03413,Beacon Dynamics,Retail,NA,Growth,46,2549.94,2025-02-09,2026-08-12,4,3,0,,Data was missing for two days and nobody told us why.
C03414,Foxglove Analytics Inc,SaaS,LATAM,Growth,24,1406.99,2023-10-08,2026-08-25,0,8,0,,"No major issues, some minor bugs here and there. Overall it is fine."
C03415,Oakridge Systems Ltd,Fintech,APAC,Starter,7,188.24,2023-04-15,2026-06-22,1,9,0,,The HubSpot sync saved us hours every week. Highly recommended.
C03416,Frontier Analytics,Fintech,EMEA,Starter,10,314.59,2025-08-07,2026-06-23,2,9,0,,SSO and SCIM provisioning worked out of the box. Keep up the great work.
C03417,Juniper Capital Co,Healthcare,NA,Starter,3,86.98,2025-01-08,2026-06-13,13,0,0,,The Salesforce integration breaks every other week. Would not recommend at this point.
C03418,Orbit Analytics,Manufacturing,EMEA,Enterprise,355,27159.83,2025-09-08,2026-08-24,1,7,0,,"One outage this quarter, communicated well."
C03419,Brightline Dynamics,SaaS,EMEA,Starter,9,271.31,2026-06-13,2026-08-21,5,6,0,,Support tickets sit for days before anyone replies. It has been a disappointing year.
C03420,Foxglove Systems Co,Media,LATAM,Starter,7,202.59,2025-11-26,2026-05-27,3,7,1,Integration gaps,"The Slack integration is handy, the HubSpot one is limited. Happy enough to stay for now."
C03421,Brightline Group,Media,NA,Growth,65,3433.69,2024-10-02,2026-07-15,3,7,0,,Reports are a bit slow at month end.
C03422,Juniper Analytics,Fintech,NA,Starter,3,90.24,2025-05-24,2026-08-15,1,8,0,,Covers our core needs; advanced reporting is limited.
C03423,Aurora Dynamics Inc,Education,EMEA,Growth,23,1218.65,2025-03-08,2026-01-18,4,3,1,Poor support experience,The per-seat model punishes us every time we onboard a contractor. Frustrating overall.
C03424,Summit Foods,Retail,NA,Starter,5,140.86,2023-09-01,2026-07-16,4,2,1,Poor support experience,Support tickets sit for days before anyone replies. It has been a disappointing year.
C03425,Sable Robotics,SaaS,EMEA,Growth,12,699.52,2024-01-30,2026-08-22,0,10,0,,The HubSpot sync saved us hours every week. Keep up the great work.
C03426,Riverbend Health GmbH,Healthcare,APAC,Starter,4,119.95,2023-04-27,2026-08-13,0,7,0,,"Good product, waiting on the custom fields feature."
C03427,Brightline Capital Inc,SaaS,NA,Enterprise,275,25214.94,2024-04-15,2026-08-25,1,7,0,,Documentation is solid but a guided setup call would have helped.
C03428,Nimbus Health Ltd,Media,NA,Growth,38,2064.65,2023-08-19,2026-08-27,1,9,0,,Custom roles and audit logs made our compliance team happy. We plan to add more seats next quarter.
C03429,Atlas Logistics,Logistics,EMEA,Starter,5,147.67,2026-02-18,2026-08-18,5,7,0,,"The Slack integration is handy, the HubSpot one is limited."
C03430,Riverbend Retail Co,Manufacturing,APAC,Growth,22,1440.7,2025-12-31,2026-07-23,1,7,1,Poor support experience,Support quality varies a lot depending on who picks up the ticket.
C03431,Tidewater Health,Healthcare,EMEA,Growth,41,2250.1,2025-07-17,2026-08-29,2,8,0,,Uptime is fine; performance on large filters could improve. We will see how the next release goes.
C03432,Sable Systems Co,Healthcare,NA,Growth,23,1382.41,2024-05-27,2026-08-12,2,5,0,,Response times got noticeably worse over the last quarter.
C03433,Cobalt Digital Co,Logistics,EMEA,Enterprise,192,15357.13,2023-01-10,2026-08-19,1,7,0,,Costs are acceptable for what we use today.
C03434,Stellar Networks,Fintech,EMEA,Growth,31,1834.27,2024-11-27,2026-08-17,2,6,0,,Reporting is too rigid; we ended up exporting to spreadsheets anyway.
C03435,Riverbend Works LLC,SaaS,APAC,Starter,4,112.69,2023-02-01,2026-08-14,1,8,0,,Would like more flexible billing for seasonal staff. We will see how the next release goes.
C03436,Lumen Labs,Healthcare,EMEA,Starter,4,117.25,2023-02-02,2026-06-23,6,3,1,Reliability issues,We had three outages in one month during peak hours. Frustrating overall.
C03437,Redwood Supply Ltd,Fintech,NA,Starter,5,146.39,2023-07-17,2026-01-14,1,4,1,Low usage / no longer needed,We were never shown how to use the reporting module. It has been a disappointing year.
C03438,Stellar Software Ltd,Fintech,APAC,Growth,21,1243.23,2024-09-19,2026-08-12,3,8,0,,Reports are a bit slow at month end. We will see how the next release goes.
C03439,Evergreen Capital Co,SaaS,EMEA,Enterprise,92,8323.29,2025-08-13,2026-08-16,1,6,0,,Onboarding was confusing and we never really got set up properly. Frustrating overall.
C03440,Cascade Foods Inc,Healthcare,NA,Growth,31,1717.39,2024-06-06,2026-07-25,0,10,0,,Adoption was instant; people actually enjoy using it.
C03441,Beacon Labs Co,Fintech,EMEA,Starter,7,217.27,2025-09-16,2026-08-19,2,6,0,,Webhook payloads changed without notice and broke our pipeline. We are evaluating alternatives.
C03442,Nimbus Labs Inc,SaaS,LATAM,Enterprise,106,9733.73,2024-11-13,2026-08-26,2,6,0,,Honestly we barely used it; it never became part of our workflow. Renewal is unlikely.
C03443,Cascade Supply,SaaS,EMEA,Growth,20,1171.73,2026-02-14,2026-08-30,1,7,0,,"The Slack integration is handy, the HubSpot one is limited."
C03444,Vertex Media LLC,Retail,NA,Starter,3,85.44,2024-04-23,2026-06-05,4,6,1,Reliability issues,Exports randomly fail with no error message.
C03445,Aurora Robotics Ltd,Media,EMEA,Enterprise,43,3830.93,2024-01-19,2026-08-13,4,5,0,,The support team is friendly but never actually fixes anything. We are evaluating alternatives.
C03446,Stellar Systems Ltd,Fintech,NA,Starter,4,128.46,2023-04-07,2026-01-07,6,4,1,Reliability issues,Performance degraded badly as our dataset grew.
C03447,Lumen Supply,Education,EMEA,Growth,27,1601.21,2023-10-07,2026-04-22,1,6,1,Switched to competitor,We outgrew the product; it is fine for small teams but not for us.
C03448,Redwood Dynamics,Manufacturing,EMEA,Growth,22,1355.89,2023-02-26,2026-08-16,5,4,0,,Frequent logouts and stale sessions made it unusable for the field team. Would not recommend at this point.
C03449,Meridian Analytics,Fintech,NA,Enterprise,165,14271.67,2023-08-10,2026-08-18,2,7,0,,Setup for SSO was fiddly but works now.
C03450,Granite Logistics Co,Manufacturing,NA,Starter,5,157.81,2026-04-26,2026-04-27,2,7,1,Onboarding too complex,We are still ramping up usage across the team. Some room for improvement.
C03451,Beacon Logistics,Education,LATAM,Starter,6,172.28,2024-11-25,2026-01-10,5,4,1,Onboarding too complex,The setup wizard failed twice and we gave up on the advanced features.
C03452,Windmill Logistics GmbH,Healthcare,NA,Growth,52,2726.89,2025-02-09,2026-08-20,1,5,0,,Overage charges were a nasty surprise on the invoice.
C03453,Granite Capital,SaaS,APAC,Enterprise,69,6825.34,2024-05-05,2026-08-12,3,6,0,,No phone support and email replies take forever. We are evaluating alternatives.
C03454,Northwind Studio,SaaS,EMEA,Starter,2,60.1,2025-03-31,2026-03-16,3,5,1,Low usage / no longer needed,Onboarding was confusing and we never really got set up properly.
C03455,Zenith Software,Logistics,EMEA,Starter,15,442.94,2024-12-18,2026-08-31,7,2,0,,Performance degraded badly as our dataset grew.
C03456,Oakridge Systems Inc,Manufacturing,NA,Enterprise,186,16613.05,2026-03-14,2026-04-12,1,8,1,Reliability issues,"One outage this quarter, communicated well."
C03457,Evergreen Digital,Logistics,NA,Growth,46,2575.85,2025-10-12,2026-08-17,0,8,0,,Onboarding was fine but could use more templates.
C03458,Redwood Foods,Media,NA,Starter,5,154.11,2024-12-03,2026-08-30,1,8,0,,"Does what it says, nothing spectacular. We will see how the next release goes."
C03459,Northwind Analytics,SaaS,EMEA,Starter,5,146.43,2025-09-24,2026-08-12,5,3,0,,Zapier is the only integration path and it is flaky. Would not recommend at this point.
C03460,Quantum Works,Manufacturing,LATAM,Growth,21,1283.7,2025-02-24,2026-07-04,1,9,0,,Performance is excellent even at month-end peaks.
C03461,Stellar Works,Retail,APAC,Growth,17,1024.12,2026-06-23,2026-08-18,0,9,0,,Cheaper than what we replaced and far more capable. Highly recommended.
C03462,Nimbus Digital Inc,Manufacturing,NA,Growth,13,757.02,2024-10-29,2026-08-14,1,9,0,,Every ticket we raised was resolved the same day.
C03463,Solstice Works,SaaS,NA,Growth,23,1345.85,2025-12-21,2026-08-29,3,6,0,,We opened four tickets for the same bug and got four different answers. Frustrating overall.
C03464,Harbor Labs GmbH,Fintech,NA,Starter,7,199.81,2023-08-13,2026-08-30,3,8,0,,Good enough integration options for our stack. Some room for improvement.
C03465,Windmill Studio Ltd,Manufacturing,LATAM,Growth,33,1829.94,2023-08-03,2026-07-14,4,6,0,,The support team is friendly but never actually fixes anything. Frustrating overall.
C03466,Juniper Analytics GmbH,Manufacturing,NA,Starter,10,284.71,2024-02-02,2026-08-25,0,10,0,,The HubSpot sync saved us hours every week. Would buy again without hesitation.
C03467,Pioneer Partners,Healthcare,NA,Enterprise,235,20120.05,2025-11-16,2026-08-26,4,7,0,,We are on the fence at renewal because of the price increase.
C03468,Silverlake Logistics Ltd,Fintech,EMEA,Starter,6,176.8,2026-02-02,2026-08-20,2,9,0,,Webhooks are reliable and easy to configure.
C03469,Keystone Networks,Fintech,EMEA,Starter,4,116.95,2024-05-26,2026-07-11,1,7,0,,Uptime is fine; performance on large filters could improve.
C03470,Zenith Capital LLC,Logistics,NA,Starter,7,204.81,2024-07-20,2026-08-20,2,6,0,,The roadmap items we were promised never shipped. It has been a disappointing year.
C03471,Riverbend Logistics Ltd,Retail,EMEA,Starter,6,170.06,2024-09-16,2026-08-25,2,8,0,,The tutorials are helpful; the data import could be smoother.
C03472,Harbor Digital,Retail,NA,Starter,6,172.04,2023-09-18,2026-08-19,3,6,0,,The support team is friendly but never actually fixes anything.
C03473,Mosaic Retail Co,Healthcare,NA,Growth,30,1651.72,2024-11-16,2026-08-30,2,6,0,,"No audit log, which our compliance team requires."
C03474,Brightline Labs,Retail,NA,Enterprise,234,19596.69,2025-11-22,2026-08-20,4,6,0,,Honestly we barely used it; it never became part of our workflow.
C03475,Bluepeak Learning Inc,Healthcare,NA,Growth,69,3636.74,2025-08-16,2026-08-20,2,5,0,,Support tickets sit for days before anyone replies.
C03476,Crescent Partners GmbH,Retail,LATAM,Growth,51,2809.55,2023-04-22,2026-08-21,3,6,0,,Onboarding was confusing and we never really got set up properly. We are evaluating alternatives.
C03477,Silverlake Digital Ltd,Manufacturing,EMEA,Starter,13,366.23,2024-03-27,2026-08-26,5,5,0,,No phone support and email replies take forever. Would not recommend at this point.
C03478,Evergreen Systems,Media,APAC,Growth,17,920.73,2025-03-27,2026-08-17,1,5,0,,Chat support only sends links to docs we have already read.
C03479,Granite Partners Ltd,Logistics,NA,Starter,14,442.58,2025-01-26,2026-08-24,5,4,0,,We opened four tickets for the same bug and got four different answers. We are evaluating alternatives.
C03480,Tidewater Digital Ltd,Healthcare,EMEA,Starter,7,201.12,2025-06-12,2026-08-25,0,6,0,,Exports randomly fail with no error message.
C03481,Halcyon Partners,Retail,LATAM,Starter,3,92.04,2025-08-11,2026-08-28,2,8,0,,Would love a two-way calendar sync.
C03482,Northwind Robotics Co,Education,NA,Starter,7,198.72,2024-01-23,2026-05-12,2,8,1,Low usage / no longer needed,Onboarding was fine but could use more templates. Happy enough to stay for now.
C03483,Solstice Works Co,Media,LATAM,Growth,21,1323.16,2024-08-22,2026-08-22,1,7,0,,Reports are a bit slow at month end.
C03484,Ironclad Media,Healthcare,EMEA,Starter,12,331.97,2023-08-01,2026-08-22,3,6,0,,It took weeks to import our data and the docs were out of date.
C03485,Mosaic Studio,Education,EMEA,Starter,12,350.45,2025-07-03,2026-08-25,3,5,0,,We could not connect it to our data warehouse without a consultant.
C03486,Crescent Analytics,Manufacturing,NA,Enterprise,221,17784.61,2024-07-26,2026-08-24,3,6,0,,Chat support only sends links to docs we have already read.
C03487,Pioneer Partners Co,Education,EMEA,Starter,4,128.07,2024-03-20,2026-08-18,2,7,0,,Would like more flexible billing for seasonal staff. We will see how the next release goes.
C03488,Meridian Analytics Co,Manufacturing,EMEA,Growth,13,759.35,2025-08-21,2026-08-11,0,8,0,,Pricing is fair but the Growth tier is a big jump from Starter.
C03489,Cascade Supply Co,SaaS,LATAM,Starter,4,119.84,2026-04-11,2026-04-12,5,4,1,Too expensive,Too expensive compared with the alternatives we evaluated. Frustrating overall.
C03490,Riverbend Foods Inc,Retail,APAC,Enterprise,132,11308.0,2026-02-05,2026-08-13,3,7,0,,We like the dashboards but want more automation. Overall it is fine.
C03491,Meridian Systems Co,Healthcare,NA,Growth,20,1178.8,2023-06-22,2026-08-20,1,5,0,,Support tickets sit for days before anyone replies. It has been a disappointing year.
C03492,Windmill Dynamics,SaaS,LATAM,Starter,4,118.4,2025-11-06,2026-06-29,7,1,1,Integration gaps,The API is rate limited so aggressively that our sync jobs fail nightly. Renewal is unlikely.
C03493,Summit Systems GmbH,Media,APAC,Enterprise,210,18632.24,2024-12-24,2026-08-24,2,6,0,,Performance degraded badly as our dataset grew.
C03494,Northwind Retail Ltd,Healthcare,EMEA,Starter,10,297.75,2023-05-20,2026-02-21,0,10,1,Low usage / no longer needed,We are still ramping up usage across the team.
C03495,Bluepeak Analytics Inc,SaaS,NA,Starter,6,175.13,2024-05-09,2026-07-07,2,8,1,Budget cuts,Would prefer usage-based pricing over per-seat.
C03496,Zenith Digital,Manufacturing,NA,Growth,36,2016.35,2023-10-12,2026-08-13,7,3,0,,No phone support and email replies take forever. Would not recommend at this point.
C03497,Zenith Group Inc,Education,NA,Growth,17,1079.83,2023-11-26,2026-08-23,4,6,0,,Chat support only sends links to docs we have already read. Would not recommend at this point.
C03498,Riverbend Networks,Manufacturing,NA,Starter,5,142.58,2025-02-26,2026-03-22,1,10,1,Reliability issues,Reports are a bit slow at month end.
C03499,Beacon Digital,Retail,LATAM,Starter,5,134.25,2024-05-29,2026-06-12,4,6,0,,Half the team stopped logging in after the first month. Frustrating overall.
C03500,Cobalt Works Inc,Media,NA,Starter,4,110.91,2025-06-24,2026-08-20,3,6,0,,Onboarding was confusing and we never really got set up properly. We are evaluating alternatives.
C03501,Northwind Analytics Ltd,Retail,EMEA,Growth,16,905.4,2025-10-25,2026-08-30,0,7,0,,"Decent value, though we keep an eye on seat costs."
C03502,Bluepeak Labs GmbH,Healthcare,EMEA,Enterprise,441,35801.97,2023-01-12,2026-08-24,4,4,0,,Escalations go nowhere; we had to chase our account manager repeatedly. It has been a disappointing year.
C03503,Vertex Networks,SaaS,EMEA,Starter,11,308.19,2025-11-18,2026-01-06,7,2,1,Too expensive,We pay for features we never use; the plan tiers make no sense.
C03504,Riverbend Retail,Education,NA,Enterprise,188,15805.27,2023-07-01,2026-08-13,1,6,0,,Adoption stalled because the learning curve is steep.
C03505,Silverlake Labs,Education,EMEA,Starter,5,146.44,2023-01-08,2026-08-19,0,6,0,,No phone support and email replies take forever. Renewal is unlikely.
C03506,Beacon Networks,Healthcare,EMEA,Growth,19,1131.61,2023-04-30,2026-08-19,1,7,0,,We sync with our warehouse nightly and it mostly works.
C03507,Solstice Foods,Retail,EMEA,Enterprise,352,28755.54,2023-03-06,2026-08-25,2,9,0,,Budget approval was easy because the ROI is obvious. Keep up the great work.
C03508,Sable Capital Ltd,Manufacturing,NA,Growth,43,2453.21,2024-03-11,2026-06-16,2,8,0,,The tutorials are helpful; the data import could be smoother. Some room for improvement.
C03509,Lumen Systems LLC,Education,EMEA,Starter,4,118.48,2025-12-07,2026-08-13,0,9,0,,Powerful yet simple; it grows with us. Would buy again without hesitation.
C03510,Cobalt Logistics,Fintech,NA,Starter,8,246.67,2025-05-18,2026-08-22,1,7,0,,Reports are a bit slow at month end.
C03511,Windmill Capital Ltd,Logistics,EMEA,Starter,8,239.86,2024-07-18,2026-08-16,6,5,0,,Support tickets sit for days before anyone replies.
C03512,Nimbus Digital Co,Education,NA,Growth,12,698.1,2026-04-18,2026-08-19,1,8,0,,We are on the fence at renewal because of the price increase. Overall it is fine.
C03513,Tidewater Logistics LLC,Logistics,NA,Enterprise,171,15141.07,2024-09-13,2026-08-14,0,9,0,,"Support is outstanding, replies within the hour."
C03514,Ironclad Robotics,Logistics,APAC,Starter,8,234.54,2023-04-25,2026-08-25,2,8,0,,Good enough integration options for our stack.
C03515,Nimbus Systems Inc,Logistics,NA,Starter,10,299.26,2023-01-26,2026-08-22,2,6,0,,"A competitor offered everything we needed at a lower price, so we switched. Frustrating overall."
C03516,Crescent Software Co,Manufacturing,LATAM,Starter,3,89.51,2024-10-07,2026-08-21,0,7,0,,Reports are a bit slow at month end. Happy enough to stay for now.
C03517,Stellar Analytics,Healthcare,APAC,Growth,69,3767.2,2023-10-15,2026-04-16,8,5,1,Poor support experience,We were never shown how to use the reporting module.
C03518,Beacon Group,SaaS,NA,Growth,29,1718.07,2024-04-20,2026-08-27,1,6,0,,We had three outages in one month during peak hours. Would not recommend at this point.
C03519,Solstice Logistics Co,Healthcare,NA,Starter,1,28.85,2024-01-31,2026-08-19,4,5,0,,Support tickets sit for days before anyone replies. Would not recommend at this point.
C03520,Bluepeak Group,Manufacturing,NA,Growth,27,1538.65,2024-05-23,2026-06-07,2,5,0,,Chat support only sends links to docs we have already read.
C03521,Cascade Retail Ltd,Healthcare,APAC,Starter,2,53.02,2026-05-12,2026-08-26,0,8,0,,"Fine for simple questions, weaker on technical issues."
C03522,Tidewater Studio GmbH,Media,EMEA,Growth,33,1760.46,2023-03-28,2026-08-28,3,6,0,,No phone support and email replies take forever.
C03523,Tidewater Studio Inc,SaaS,NA,Starter,8,233.85,2023-05-20,2026-02-09,4,4,1,Too expensive,Our budget was cut and the platform was the first thing to go. Frustrating overall.
C03524,Beacon Studio,Retail,EMEA,Starter,12,363.11,2024-01-03,2026-08-27,2,7,0,,Reports are a bit slow at month end.
C03525,Pioneer Supply Co,Retail,NA,Growth,35,1981.6,2025-08-05,2026-02-07,6,2,1,Budget cuts,Pricing jumped at renewal and nobody warned us. We are evaluating alternatives.
C03526,Cascade Media,Retail,EMEA,Growth,31,1681.95,2023-11-19,2026-08-21,1,9,0,,Our account manager proactively checks in every month. We plan to add more seats next quarter.
C03527,Atlas Group GmbH,SaaS,EMEA,Starter,5,141.05,2023-11-14,2026-08-29,2,6,0,,Adoption stalled because the learning curve is steep. Frustrating overall.
C03528,Bluepeak Foods,SaaS,NA,Growth,34,1852.16,2025-07-05,2026-08-30,0,9,0,,The API is clean and well documented; we automated everything. We plan to add more seats next quarter.
C03529,Harbor Works Co,Media,APAC,Growth,27,1530.87,2025-02-06,2026-08-16,1,7,0,,Costs are acceptable for what we use today. Some room for improvement.
C03530,Nimbus Health Co,Retail,NA,Starter,9,238.92,2025-03-30,2026-03-18,1,7,1,Too expensive,Pricing is fair but the Growth tier is a big jump from Starter.
C03531,Bluepeak Systems Co,SaaS,EMEA,Enterprise,243,19184.62,2025-04-21,2026-08-13,1,8,0,,Would love a two-way calendar sync. Overall it is fine.
C03532,Quantum Partners Ltd,SaaS,EMEA,Enterprise,199,17666.7,2025-03-22,2026-08-02,0,10,0,,Our account manager proactively checks in every month. Keep up the great work.
C03533,Tidewater Learning,Retail,LATAM,Starter,9,280.39,2024-12-09,2026-04-03,6,5,1,Low usage / no longer needed,It took weeks to import our data and the docs were out of date.
C03534,Frontier Robotics,SaaS,EMEA,Enterprise,267,23145.63,2024-10-24,2026-08-28,2,6,0,,"No native Slack or HubSpot connector, so we had to build our own. Frustrating overall."
C03535,Granite Dynamics,Education,APAC,Growth,27,1589.29,2025-09-05,2026-08-29,0,8,0,,"The annual discount helped, monthly pricing feels steep. Happy enough to stay for now."
C03536,Juniper Dynamics,Manufacturing,NA,Starter,13,355.99,2024-03-12,2026-08-24,3,6,0,,Data was missing for two days and nobody told us why.
C03537,Ember Labs,Fintech,APAC,Growth,13,762.06,2024-02-15,2026-04-11,2,7,1,Switched to competitor,Useful tool; the roadmap looks promising. We will see how the next release goes.
C03538,Harbor Capital,Healthcare,NA,Starter,6,178.26,2023-11-08,2026-08-20,0,10,0,,The mobile app is snappy and dependable.
C03539,Crescent Labs Inc,SaaS,EMEA,Growth,43,2437.73,2025-11-25,2026-08-31,0,10,0,,Automation rules removed a ton of manual work.
C03540,Crescent Networks Ltd,Fintech,NA,Enterprise,366,31647.48,2023-01-15,2026-08-12,0,6,0,,Webhook payloads changed without notice and broke our pipeline. It has been a disappointing year.
C03541,Juniper Partners,Media,LATAM,Starter,4,121.61,2023-09-25,2026-05-27,5,3,1,Poor support experience,Chat support only sends links to docs we have already read.
C03542,Tidewater Networks Ltd,Healthcare,LATAM,Growth,40,2365.38,2023-07-08,2026-01-24,3,6,1,Integration gaps,SSO setup with Okta took three support tickets to get working.
C03543,Orbit Health,Media,NA,Starter,9,256.77,2024-04-21,2026-06-09,1,8,1,Too expensive,Would love a two-way calendar sync. Some room for improvement.
C03544,Nimbus Partners,Fintech,EMEA,Growth,43,2624.17,2023-10-08,2026-07-27,2,7,0,,It does the job; adoption is growing slowly.
C03545,Granite Media Ltd,Fintech,EMEA,Growth,64,3227.95,2024-10-06,2026-08-28,1,7,0,,Would love a two-way calendar sync.
C03546,Halcyon Digital,Retail,NA,Starter,10,280.97,2026-05-29,2026-08-17,1,9,0,,The reporting and forecasting features are exactly what we needed.
C03547,Harbor Robotics,Retail,EMEA,Growth,33,1825.2,2024-06-29,2026-08-31,2,4,0,,Missing basic features like bulk edit and custom roles.
C03548,Sable Retail Co,Logistics,EMEA,Starter,8,237.09,2026-05-23,2026-08-11,1,9,0,,The guided setup made data import painless. We plan to add more seats next quarter.
C03549,Copperfield Labs Ltd,SaaS,EMEA,Growth,58,3159.34,2024-01-30,2026-08-29,0,7,0,,"Most of the team uses it weekly, a few power users daily."
C03550,Atlas Labs Inc,Media,NA,Growth,32,1721.02,2025-09-06,2026-06-27,3,6,0,,The support team is friendly but never actually fixes anything. We are evaluating alternatives.
C03551,Summit Labs LLC,Media,APAC,Growth,33,1970.24,2023-06-26,2026-08-24,3,6,0,,Performance degraded badly as our dataset grew. Renewal is unlikely.
C03552,Juniper Media,Healthcare,NA,Starter,10,283.7,2025-02-17,2026-08-22,2,9,0,,Uptime has been perfect for as long as we have used it. Would buy again without hesitation.
